id,location_area_id,encounter_slot_id,pokemon_id,min_level,max_level
184,9,5,290,10,10
185,9,6,406,11,11
186,9,6,290,11,11
187,9,7,427,11,11
188,9,8,406,12,12
189,9,9,406,12,12
190,9,9,273,12,12
191,9,9,406,12,12
192,9,9,204,12,12
193,9,9,11,12,12
194,9,9,14,12,12
195,9,10,427,12,12
196,9,10,273,12,12
197,9,10,427,12,12
198,9,10,204,12,12
199,9,10,11,12,12
200,9,10,14,12,12
201,9,11,267,12,12
202,9,11,290,12,12
203,9,12,267,12,12
204,9,12,290,12,12
205,10,1,419,29,29
206,10,1,81,29,29
207,10,2,422,28,28
208,10,2,81,28,28
209,10,3,403,28,28
210,10,4,278,29,29
211,10,5,404,29,29
212,10,5,304,29,29
213,10,6,423,29,29
214,10,6,304,29,29
215,10,7,417,29,29
216,10,8,417,29,29
217,10,9,419,30,30
218,10,10,423,30,30
219,10,11,419,30,30
220,10,11,304,30,30
221,10,12,423,30,30
222,10,12,304,30,30
223,10,28,72,20,30
224,10,29,278,20,30
225,10,30,73,20,40
226,10,31,279,20,40
227,10,32,279,20,40
228,10,13,129,4,6
229,10,14,129,3,7
230,10,15,129,5,10
231,10,16,129,5,10
232,10,17,129,5,10
233,10,18,129,15,20
234,10,19,456,15,20
235,10,20,129,10,25
236,10,21,456,10,25
237,10,22,456,10,25
238,10,23,130,30,40
239,10,24,457,30,40
240,10,25,90,20,40
241,10,26,457,20,50
242,10,27,457,20,50
243,11,1,66,15,15
244,11,2,74,15,15
245,11,3,173,14,14
246,11,3,74,14,14
247,11,3,74,14,14
248,11,4,173,14,14
249,11,4,41,14,14
250,11,4,41,14,14
251,11,5,307,15,15
252,11,6,41,15,15
253,11,7,433,15,15
254,11,8,433,15,15
255,11,9,66,16,16
256,11,10,173,14,14
257,11,11,66,16,16
258,11,12,173,14,14
259,11,28,41,20,30
260,11,29,41,20,40
261,11,30,42,30,40
262,11,31,42,30,40
263,11,32,42,20,40
264,11,13,129,4,6
265,11,14,129,3,7
266,11,15,129,5,10
267,11,16,129,5,10
268,11,17,129,5,10
269,11,18,129,15,20
270,11,19,339,15,20
271,11,20,129,10,25
272,11,21,339,10,25
273,11,22,339,10,25
274,11,23,130,30,40
275,11,24,340,30,40
276,11,25,130,40,55
277,11,26,340,20,50
278,11,27,340,20,50
279,12,1,437,38,38
280,12,2,75,36,36
281,12,3,67,37,37
282,12,4,35,36,36
283,12,5,308,37,37
284,12,6,42,37,37
285,12,7,433,37,37
286,12,8,433,38,38
287,12,9,436,36,36
288,12,9,338,36,36
289,12,9,337,36,36
290,12,9,436,36,36
291,12,9,436,36,36
292,12,9,436,36,36
293,12,10,35,37,37
294,12,10,338,37,37
295,12,10,337,37,37
296,12,10,35,37,37
297,12,10,35,37,37
298,12,10,35,37,37
299,12,11,436,36,36
300,12,12,35,38,38
301,13,1,437,38,38
302,13,2,75,36,36
303,13,3,67,37,37
304,13,4,35,36,36
305,13,5,308,37,37
306,13,6,42,37,37
307,13,7,433,37,37
308,13,8,433,38,38
309,13,9,436,36,36
310,13,9,338,36,36
311,13,9,337,36,36
312,13,9,436,36,36
313,13,9,436,36,36
314,13,9,436,36,36
315,13,10,35,37,37
316,13,10,338,37,37
317,13,10,337,37,37
318,13,10,35,37,37
319,13,10,35,37,37
320,13,10,35,37,37
321,13,11,436,36,36
322,13,12,35,38,38
323,14,1,459,38,38
324,14,2,460,40,40
325,14,3,308,39,39
326,14,3,308,39,39
327,14,3,42,39,39
328,14,4,67,39,39
329,14,4,67,39,39
330,14,4,164,39,39
331,14,5,308,40,40
332,14,5,294,40,40
333,14,6,67,40,40
334,14,6,294,40,40
335,14,7,433,39,39
336,14,8,433,40,40
337,14,9,437,39,39
338,14,9,338,39,39
339,14,9,337,39,39
340,14,9,437,39,39
341,14,9,437,39,39
342,14,9,437,39,39
343,14,10,35,38,38
344,14,10,338,38,38
345,14,10,337,38,38
346,14,10,35,38,38
347,14,10,35,38,38
348,14,10,35,38,38
349,14,11,437,40,40
350,14,11,294,40,40
351,14,12,35,39,39
352,14,12,294,39,39
353,15,1,459,38,38
354,15,2,460,40,40
355,15,3,308,39,39
356,15,3,308,39,39
357,15,3,42,39,39
358,15,4,67,39,39
359,15,4,67,39,39
360,15,4,164,39,39
361,15,5,308,40,40
362,15,5,294,40,40
363,15,6,67,40,40
364,15,6,294,40,40
365,15,7,433,39,39
366,15,8,433,40,40
367,15,9,437,39,39
368,15,9,338,39,39
369,15,9,337,39,39
370,15,9,437,39,39
371,15,9,437,39,39
372,15,9,437,39,39
373,15,10,35,38,38
374,15,10,338,38,38
375,15,10,337,38,38
376,15,10,35,38,38
377,15,10,35,38,38
378,15,10,35,38,38
379,15,11,437,40,40
380,15,11,294,40,40
381,15,12,35,39,39
382,15,12,294,39,39
383,16,1,437,40,40
384,16,2,75,38,38
385,16,3,67,39,39
386,16,4,35,38,38
387,16,5,308,39,39
388,16,6,42,39,39
389,16,7,433,39,39
390,16,8,433,40,40
391,16,9,437,38,38
392,16,9,338,38,38
393,16,9,337,38,38
394,16,9,437,38,38
395,16,9,437,38,38
396,16,9,437,38,38
397,16,10,35,39,39
398,16,10,338,39,39
399,16,10,337,39,39
400,16,10,35,39,39
401,16,10,35,39,39
402,16,10,35,39,39
403,16,11,437,39,39
404,16,12,35,40,40
405,16,28,41,20,30
406,16,29,41,20,40
407,16,30,42,30,40
408,16,31,42,30,40
409,16,32,42,20,40
410,16,13,129,4,6
411,16,14,129,3,7
412,16,15,129,5,10
413,16,16,129,5,10
414,16,17,129,5,10
415,16,18,129,15,20
416,16,19,339,15,20
417,16,20,129,10,25
418,16,21,339,10,25
419,16,22,339,10,25
420,16,23,130,30,40
421,16,24,147,15,20
422,16,25,130,40,55
423,16,26,148,15,35
424,16,27,148,15,40
425,17,1,437,40,40
426,17,2,75,38,38
427,17,3,67,39,39
428,17,4,35,38,38
429,17,5,308,39,39
430,17,6,42,39,39
431,17,7,433,40,40
432,17,8,358,40,40
433,17,9,437,38,38
434,17,9,338,38,38
435,17,9,337,38,38
436,17,9,437,38,38
437,17,9,437,38,38
438,17,9,437,38,38
439,17,10,35,39,39
440,17,10,338,39,39
441,17,10,337,39,39
442,17,10,35,39,39
443,17,10,35,39,39
444,17,10,35,39,39
445,17,11,437,39,39
446,17,12,35,40,40
447,18,1,437,42,42
448,18,2,75,40,40
449,18,3,67,41,41
450,18,4,35,40,40
451,18,5,308,41,41
452,18,6,42,41,41
453,18,7,358,41,41
454,18,8,358,42,42
455,18,9,437,40,40
456,18,9,338,40,40
457,18,9,337,40,40
458,18,9,437,40,40
459,18,9,437,40,40
460,18,9,437,40,40
461,18,10,35,41,41
462,18,10,338,41,41
463,18,10,337,41,41
464,18,10,35,41,41
465,18,10,35,41,41
466,18,10,35,41,41
467,18,11,437,41,41
468,18,12,35,42,42
469,19,1,437,42,42
470,19,2,75,40,40
471,19,3,67,41,41
472,19,4,35,40,40
473,19,5,308,41,41
474,19,6,42,41,41
475,19,7,358,41,41
476,19,8,358,42,42
477,19,9,437,40,40
478,19,9,338,40,40
479,19,9,337,40,40
480,19,9,437,40,40
481,19,9,437,40,40
482,19,9,437,40,40
483,19,10,35,41,41
484,19,10,338,41,41
485,19,10,337,41,41
486,19,10,35,41,41
487,19,10,35,41,41
488,19,10,35,41,41
489,19,11,437,41,41
490,19,12,35,42,42
491,20,1,75,40,40
492,20,2,75,39,39
493,20,3,67,40,40
494,20,4,35,38,38
495,20,5,308,40,40
496,20,6,42,39,39
497,20,7,433,38,38
498,20,8,433,40,40
499,20,9,437,40,40
500,20,9,338,40,40
501,20,9,337,40,40
502,20,9,437,40,40
503,20,9,437,40,40
504,20,9,437,40,40
505,20,10,35,39,39
506,20,10,338,39,39
507,20,10,337,39,39
508,20,10,35,39,39
509,20,10,35,39,39
510,20,10,35,39,39
511,20,11,437,39,39
512,20,12,35,40,40
513,21,1,307,31,31
514,21,2,75,31,31
515,21,3,35,30,30
516,21,4,42,32,32
517,21,5,67,31,31
518,21,6,42,31,31
519,21,7,433,30,30
520,21,8,433,30,30
521,21,9,307,32,32
522,21,10,35,31,31
523,21,11,307,32,32
524,21,12,35,32,32
525,22,1,307,13,13
526,22,2,74,13,13
527,22,3,173,12,12
528,22,3,74,12,12
529,22,3,74,12,12
530,22,4,173,12,12
531,22,4,41,12,12
532,22,4,41,12,12
533,22,5,66,13,13
534,22,6,41,13,13
535,22,7,433,13,13
536,22,8,433,13,13
537,22,9,307,14,14
538,22,9,307,14,14
539,22,9,173,14,14
540,22,9,307,14,14
541,22,9,307,14,14
542,22,9,307,14,14
543,22,10,173,12,12
544,22,11,307,14,14
545,22,12,173,12,12
546,23,1,307,31,31
547,23,2,75,31,31
548,23,3,35,30,30
549,23,4,42,32,32
550,23,5,67,31,31
551,23,6,42,31,31
552,23,7,433,30,30
553,23,8,433,30,30
554,23,9,307,32,32
555,23,10,35,31,31
556,23,11,307,32,32
557,23,12,35,32,32
558,23,28,41,20,30
559,23,29,41,20,40
560,23,30,42,30,40
561,23,31,42,30,40
562,23,32,42,20,40
563,23,13,129,4,6
564,23,14,129,3,7
565,23,15,129,5,10
566,23,16,129,5,10
567,23,17,129,5,10
568,23,18,129,15,20
569,23,19,339,15,20
570,23,20,129,10,25
571,23,21,339,10,25
572,23,22,339,10,25
573,23,23,130,30,40
574,23,24,340,30,40
575,23,25,130,40,55
576,23,26,340,20,50
577,23,27,340,20,50
578,24,1,194,24,24
579,24,2,400,25,25
580,24,3,406,24,24
581,24,3,406,24,24
582,24,3,163,24,24
583,24,4,396,26,26
584,24,4,396,26,26
585,24,4,164,26,26
586,24,5,183,25,25
587,24,6,195,25,25
588,24,7,183,26,26
589,24,8,195,26,26
590,24,9,54,26,26
591,24,9,54,26,26
592,24,9,54,26,26
593,24,9,54,26,26
594,24,9,24,26,26
595,24,9,54,26,26
596,24,10,54,24,24
597,24,10,54,24,24
598,24,10,54,24,24
599,24,10,54,24,24
600,24,10,24,24,24
601,24,10,54,24,24
602,24,11,399,26,26
603,24,12,298,24,24
604,24,28,194,20,30
605,24,29,183,20,30
606,24,30,195,20,40
607,24,31,54,20,40
608,24,32,54,20,40
609,24,13,129,4,6
610,24,14,129,3,7
611,24,15,129,5,10
612,24,16,129,5,10
613,24,17,129,5,10
614,24,18,129,15,20
615,24,19,339,15,20
616,24,20,129,10,25
617,24,21,130,15,30
618,24,22,130,15,30
619,24,23,340,30,55
620,24,24,318,15,20
621,24,25,130,40,55
622,24,26,318,15,30
623,24,27,318,15,30
624,25,1,194,24,24
625,25,2,400,25,25
626,25,3,406,24,24
627,25,3,406,24,24
628,25,3,163,24,24
629,25,4,396,26,26
630,25,4,396,26,26
631,25,4,164,26,26
632,25,5,183,25,25
633,25,6,195,25,25
634,25,7,183,26,26
635,25,8,195,26,26
636,25,9,54,26,26
637,25,9,54,26,26
638,25,9,54,26,26
639,25,9,54,26,26
640,25,9,24,26,26
641,25,9,54,26,26
642,25,10,54,24,24
643,25,10,54,24,24
644,25,10,54,24,24
645,25,10,54,24,24
646,25,10,24,24,24
647,25,10,54,24,24
648,25,11,399,26,26
649,25,12,298,24,24
650,25,28,194,20,30
651,25,29,183,20,30
652,25,30,195,20,40
653,25,31,54,20,40
654,25,32,54,20,40
655,25,13,129,4,6
656,25,14,129,3,7
657,25,15,129,5,10
658,25,16,129,5,10
659,25,17,129,5,10
660,25,18,129,15,20
661,25,19,339,15,20
662,25,20,129,10,25
663,25,21,130,15,30
664,25,22,130,15,30
665,25,23,340,30,55
666,25,24,318,15,20
667,25,25,130,40,55
668,25,26,318,15,30
669,25,27,318,15,30
670,26,1,194,22,22
671,26,2,400,23,23
672,26,3,406,22,22
673,26,3,406,22,22
674,26,3,163,22,22
675,26,4,396,24,24
676,26,4,396,24,24
677,26,4,163,24,24
678,26,5,183,23,23
679,26,6,195,23,23
680,26,7,183,24,24
681,26,8,195,24,24
682,26,9,54,24,24
683,26,9,54,24,24
684,26,9,54,24,24
685,26,9,54,24,24
686,26,9,24,24,24
687,26,9,54,24,24
688,26,10,54,22,22
689,26,10,54,22,22
690,26,10,54,22,22
691,26,10,54,22,22
692,26,10,24,22,22
693,26,10,54,22,22
694,26,11,399,24,24
695,26,12,298,22,22
696,26,28,194,20,30
697,26,29,183,20,30
698,26,30,195,20,40
699,26,31,54,20,40
700,26,32,54,20,40
701,26,13,129,4,6
702,26,14,129,3,7
703,26,15,129,5,10
704,26,16,129,5,10
705,26,17,129,5,10
706,26,18,129,15,20
707,26,19,339,15,20
708,26,20,129,10,25
709,26,21,130,15,30
710,26,22,130,15,30
711,26,23,340,30,55
712,26,24,318,15,20
713,26,25,130,40,55
714,26,26,318,15,30
715,26,27,318,15,30
716,27,1,194,22,22
717,27,2,400,23,23
718,27,3,406,22,22
719,27,3,406,22,22
720,27,3,163,22,22
721,27,4,396,24,24
722,27,4,396,24,24
723,27,4,163,24,24
724,27,5,183,23,23
725,27,6,195,23,23
726,27,7,183,24,24
727,27,8,195,24,24
728,27,9,54,24,24
729,27,9,54,24,24
730,27,9,54,24,24
731,27,9,54,24,24
732,27,9,24,24,24
733,27,9,54,24,24
734,27,10,54,22,22
735,27,10,54,22,22
736,27,10,54,22,22
737,27,10,54,22,22
738,27,10,24,22,22
739,27,10,54,22,22
740,27,11,399,24,24
741,27,12,298,22,22
742,27,28,194,20,30
743,27,29,183,20,30
744,27,30,195,20,40
745,27,31,54,20,40
746,27,32,54,20,40
747,27,13,129,4,6
748,27,14,129,3,7
749,27,15,129,5,10
750,27,16,129,5,10
751,27,17,129,5,10
752,27,18,129,15,20
753,27,19,339,15,20
754,27,20,129,10,25
755,27,21,130,15,30
756,27,22,130,15,30
757,27,23,340,30,55
758,27,24,318,15,20
759,27,25,130,40,55
760,27,26,318,15,30
761,27,27,318,15,30
762,28,1,194,20,20
763,28,2,400,21,21
764,28,3,406,20,20
765,28,3,406,20,20
766,28,3,163,20,20
767,28,4,396,22,22
768,28,4,396,22,22
769,28,4,163,22,22
770,28,5,183,21,21
771,28,6,195,21,21
772,28,7,183,22,22
773,28,8,195,22,22
774,28,9,399,22,22
775,28,9,399,22,22
776,28,9,399,22,22
777,28,9,399,22,22
778,28,9,24,22,22
779,28,9,399,22,22
780,28,10,298,20,20
781,28,10,298,20,20
782,28,10,298,20,20
783,28,10,298,20,20
784,28,10,24,20,20
785,28,10,298,20,20
786,28,11,399,22,22
787,28,12,298,20,20
788,29,1,194,20,20
789,29,2,400,21,21
790,29,3,406,20,20
791,29,3,406,20,20
792,29,3,163,20,20
793,29,4,396,22,22
794,29,4,396,22,22
795,29,4,163,22,22
796,29,5,183,21,21
797,29,6,195,21,21
798,29,7,183,22,22
799,29,8,195,22,22
800,29,9,54,22,22
801,29,9,54,22,22
802,29,9,54,22,22
803,29,9,54,22,22
804,29,9,24,22,22
805,29,9,54,22,22
806,29,10,54,20,20
807,29,10,54,20,20
808,29,10,54,20,20
809,29,10,54,20,20
810,29,10,24,20,20
811,29,10,54,20,20
812,29,11,399,22,22
813,29,12,298,20,20
814,29,28,194,20,30
815,29,29,183,20,30
816,29,30,195,20,40
817,29,31,54,20,40
818,29,32,54,20,40
819,29,13,129,4,6
820,29,14,129,3,7
821,29,15,129,5,10
822,29,16,129,5,10
823,29,17,129,5,10
824,29,18,129,15,20
825,29,19,339,15,20
826,29,20,129,10,25
827,29,21,130,15,30
828,29,22,130,15,30
829,29,23,340,30,55
830,29,24,318,15,20
831,29,25,130,40,55
832,29,26,318,15,30
833,29,27,318,15,30
834,30,1,201,19,19
835,30,2,201,20,20
836,30,3,201,18,18
837,30,4,201,21,21
838,30,5,201,17,17
839,30,6,201,22,22
840,30,7,201,16,16
841,30,8,201,23,23
842,30,9,201,15,15
843,30,10,201,24,24
844,30,11,201,14,14
845,30,12,201,25,25
846,31,1,201,19,19
847,31,2,201,20,20
848,31,3,201,18,18
849,31,4,201,21,21
850,31,5,201,17,17
851,31,6,201,22,22
852,31,7,201,16,16
853,31,8,201,23,23
854,31,9,201,15,15
855,31,10,201,24,24
856,31,11,201,14,14
857,31,12,201,25,25
858,32,1,201,19,19
859,32,2,201,20,20
860,32,3,201,18,18
861,32,4,201,21,21
862,32,5,201,17,17
863,32,6,201,22,22
864,32,7,201,16,16
865,32,8,201,23,23
866,32,9,201,15,15
867,32,10,201,24,24
868,32,11,201,14,14
869,32,12,201,25,25
870,33,1,201,19,19
871,33,2,201,20,20
872,33,3,201,18,18
873,33,4,201,21,21
874,33,5,201,17,17
875,33,6,201,22,22
876,33,7,201,16,16
877,33,8,201,23,23
878,33,9,201,15,15
879,33,10,201,24,24
880,33,11,201,14,14
881,33,12,201,25,25
882,34,1,201,19,19
883,34,2,201,20,20
884,34,3,201,18,18
885,34,4,201,21,21
886,34,5,201,17,17
887,34,6,201,22,22
888,34,7,201,16,16
889,34,8,201,23,23
890,34,9,201,15,15
891,34,10,201,24,24
892,34,11,201,14,14
893,34,12,201,25,25
894,35,1,201,19,19
895,35,2,201,20,20
896,35,3,201,18,18
897,35,4,201,21,21
898,35,5,201,17,17
899,35,6,201,22,22
900,35,7,201,16,16
901,35,8,201,23,23
902,35,9,201,15,15
903,35,10,201,24,24
904,35,11,201,14,14
905,35,12,201,25,25
906,36,1,201,19,19
907,36,2,201,20,20
908,36,3,201,18,18
909,36,4,201,21,21
910,36,5,201,17,17
911,36,6,201,22,22
912,36,7,201,16,16
913,36,8,201,23,23
914,36,9,201,15,15
915,36,10,201,24,24
916,36,11,201,14,14
917,36,12,201,25,25
918,37,1,201,19,19
919,37,2,201,20,20
920,37,3,201,18,18
921,37,4,201,21,21
922,37,5,201,17,17
923,37,6,201,22,22
924,37,7,201,16,16
925,37,8,201,23,23
926,37,9,201,15,15
927,37,10,201,24,24
928,37,11,201,14,14
929,37,12,201,25,25
930,38,1,201,19,19
931,38,2,201,20,20
932,38,3,201,18,18
933,38,4,201,21,21
934,38,5,201,17,17
935,38,6,201,22,22
936,38,7,201,16,16
937,38,8,201,23,23
938,38,9,201,15,15
939,38,10,201,24,24
940,38,11,201,14,14
941,38,12,201,25,25
942,39,1,201,19,19
943,39,2,201,20,20
944,39,3,201,18,18
945,39,4,201,21,21
946,39,5,201,17,17
947,39,6,201,22,22
948,39,7,201,16,16
949,39,8,201,23,23
950,39,9,201,15,15
951,39,10,201,24,24
952,39,11,201,14,14
953,39,12,201,25,25
954,40,1,201,19,19
955,40,2,201,20,20
956,40,3,201,18,18
957,40,4,201,21,21
958,40,5,201,17,17
959,40,6,201,22,22
960,40,7,201,16,16
961,40,8,201,23,23
962,40,9,201,15,15
963,40,10,201,24,24
964,40,11,201,14,14
965,40,12,201,25,25
966,41,1,201,19,19
967,41,2,201,20,20
968,41,3,201,18,18
969,41,4,201,21,21
970,41,5,201,17,17
971,41,6,201,22,22
972,41,7,201,16,16
973,41,8,201,23,23
974,41,9,201,15,15
975,41,10,201,24,24
976,41,11,201,14,14
977,41,12,201,25,25
978,42,1,201,19,19
979,42,2,201,20,20
980,42,3,201,18,18
981,42,4,201,21,21
982,42,5,201,17,17
983,42,6,201,22,22
984,42,7,201,16,16
985,42,8,201,23,23
986,42,9,201,15,15
987,42,10,201,24,24
988,42,11,201,14,14
989,42,12,201,25,25
990,43,1,201,19,19
991,43,2,201,20,20
992,43,3,201,18,18
993,43,4,201,21,21
994,43,5,201,17,17
995,43,6,201,22,22
996,43,7,201,16,16
997,43,8,201,23,23
998,43,9,201,15,15
999,43,10,201,24,24
1000,43,11,201,14,14
1001,43,12,201,25,25
1002,44,1,201,19,19
1003,44,2,201,20,20
1004,44,3,201,18,18
1005,44,4,201,21,21
1006,44,5,201,17,17
1007,44,6,201,22,22
1008,44,7,201,16,16
1009,44,8,201,23,23
1010,44,9,201,15,15
1011,44,10,201,24,24
1012,44,11,201,14,14
1013,44,12,201,25,25
1014,45,1,201,19,19
1015,45,2,201,20,20
1016,45,3,201,18,18
1017,45,4,201,21,21
1018,45,5,201,17,17
1019,45,6,201,22,22
1020,45,7,201,16,16
1021,45,8,201,23,23
1022,45,9,201,15,15
1023,45,10,201,24,24
1024,45,11,201,14,14
1025,45,12,201,25,25
1026,46,1,201,19,19
1027,46,2,201,20,20
1028,46,3,201,18,18
1029,46,4,201,21,21
1030,46,5,201,17,17
1031,46,6,201,22,22
1032,46,7,201,16,16
1033,46,8,201,23,23
1034,46,9,201,15,15
1035,46,10,201,24,24
1036,46,11,201,14,14
1037,46,12,201,25,25
1038,47,1,201,19,19
1039,47,2,201,20,20
1040,47,3,201,18,18
1041,47,4,201,21,21
1042,47,5,201,17,17
1043,47,6,201,22,22
1044,47,7,201,16,16
1045,47,8,201,23,23
1046,47,9,201,15,15
1047,47,10,201,24,24
1048,47,11,201,14,14
1049,47,12,201,25,25
1050,48,1,67,45,45
1051,48,2,75,45,45
1052,48,3,308,45,45
1053,48,4,42,45,45
1054,48,5,95,44,44
1055,48,6,208,46,46
1056,48,7,42,46,46
1057,48,8,42,44,44
1058,48,9,67,46,46
1059,48,10,308,46,46
1060,48,11,67,44,44
1061,48,12,308,44,44
1062,49,1,64,46,46
1063,49,2,75,46,46
1064,49,3,308,46,46
1065,49,4,42,46,46
1066,49,5,95,45,45
1067,49,6,208,47,47
1068,49,7,42,47,47
1069,49,8,42,45,45
1070,49,9,64,47,47
1071,49,10,308,47,47
1072,49,11,64,45,45
1073,49,12,308,45,45
1074,50,1,67,45,45
1075,50,2,419,45,45
1076,50,3,308,45,45
1077,50,4,42,45,45
1078,50,5,419,44,44
1079,50,6,208,46,46
1080,50,7,42,46,46
1081,50,8,42,44,44
1082,50,9,67,46,46
1083,50,10,308,46,46
1084,50,11,67,44,44
1085,50,12,308,44,44
1086,50,28,42,35,45
1087,50,29,42,35,45
1088,50,30,42,40,50
1089,50,31,42,40,50
1090,50,32,42,40,50
1091,50,13,129,4,6
1092,50,14,129,3,7
1093,50,15,129,5,10
1094,50,16,129,5,10
1095,50,17,129,5,10
1096,50,18,129,15,20
1097,50,19,129,15,20
1098,50,20,129,10,25
1099,50,21,129,10,25
1100,50,22,129,10,25
1101,50,23,130,30,40
1102,50,24,130,30,40
1103,50,25,130,40,55
1104,50,26,130,20,50
1105,50,27,130,20,50
1106,51,1,67,51,51
1107,51,2,419,51,51
1108,51,3,308,51,51
1109,51,4,42,51,51
1110,51,5,419,50,50
1111,51,6,208,52,52
1112,51,7,42,52,52
1113,51,8,42,50,50
1114,51,9,67,52,52
1115,51,10,308,52,52
1116,51,11,67,50,50
1117,51,12,308,50,50
1118,51,28,42,40,50
1119,51,29,42,45,55
1120,51,30,131,40,50
1121,51,31,131,45,55
1122,51,32,131,50,60
1123,51,13,129,4,6
1124,51,14,129,3,7
1125,51,15,129,5,10
1126,51,16,129,5,10
1127,51,17,129,5,10
1128,51,18,129,15,20
1129,51,19,129,15,20
1130,51,20,129,10,25
1131,51,21,129,10,25
1132,51,22,129,10,25
1133,51,23,130,30,40
1134,51,24,130,30,40
1135,51,25,130,40,55
1136,51,26,130,20,50
1137,51,27,130,20,50
1138,52,1,67,51,51
1139,52,2,75,51,51
1140,52,3,308,51,51
1141,52,4,42,51,51
1142,52,5,95,50,50
1143,52,6,208,52,52
1144,52,7,42,52,52
1145,52,8,42,50,50
1146,52,9,67,52,52
1147,52,10,308,52,52
1148,52,11,67,50,50
